timestamp,dataset,step,column_affected,issue_found,action_taken,rows_affected,validation_result,analyst_notes
2026-05-01T08:37:38.441301+00:00,nfhs5_kr,impute_numeric_median,"m4, m19, h11, hw1, hw2, hw3","Missing values in numeric features: {'m4': 45250, 'm19': 21890, 'h11': 5371, 'hw1': 7866, 'hw2': 11246, 'hw3': 11834}",SimpleImputer(strategy=median) applied,103457,PASS,Median chosen over mean: birth weight and breastfeeding are right-skewed
2026-05-01T08:37:38.501076+00:00,nfhs5_kr,audit_labels,"stunted, underweight, wasted",N/A — audit step,Computed prevalence and class weights,229048,PASS,"{'prevalence': {'stunted': 0.3547, 'underweight': 0.309, 'wasted': 0.1862}, 'class_weights': {'stunted': 1.7864, 'underweight': 2.4099, 'wasted': 4.3937}}"
2026-05-01T08:37:40.603474+00:00,nfhs5_kr,drop_missing_labels,"stunted, underweight, wasted","30,252 missing target labels",Dropped rows with NaN in target labels before stratified split,30252,PASS,Required for sklearn train_test_split stratify on stunted
2026-05-01T08:37:40.666569+00:00,nfhs5_kr,train_test_split,all,N/A — split step,"Stratified split: 80% train / 20% test, RANDOM_STATE=42",198796,PASS,"Train: 159,036 rows, Test: 39,760 rows"
2026-05-01T08:38:05.704332+00:00,nfhs5_kr,replace_missing_codes,"hw70, hw71, hw72","DHS codes [9996, 9997, 9998, 9999] present in Z-score columns","Replaced [9996, 9997, 9998, 9999, 99996, 99997, 99998, 99999] with NaN across all numeric columns",19068,PASS,"Per-column counts: {'hw70': 5064, 'hw71': 1160, 'hw72': 12844}"
2026-05-01T08:38:05.727410+00:00,nfhs5_kr,scale_zscores,"HW70, HW71, HW72 → HAZ, WAZ, WHZ",Z-scores stored as integers x100 in DHS encoding,"Divided by 100.0, renamed to HAZ/WAZ/WHZ",232920,PASS,"Z-score range after scaling: [-6.0, 6.0]"
2026-05-01T08:38:05.817691+00:00,nfhs5_kr,apply_who_thresholds,"stunted, underweight, wasted",No binary target columns in dataset,"HAZ<-2.0→stunted, WAZ<-2.0→underweight, WHZ<-2.0→wasted. NaN Z-scores preserved as NaN labels (not imputed).",232920,PASS,WHO Child Growth Standards 2006. Strict < not <=.
2026-05-01T08:38:05.925420+00:00,nfhs5_kr,remove_duplicates,all,"3,872 exact duplicate rows detected",drop_duplicates() applied,3872,PASS,Exact row deduplication only — no fuzzy matching
2026-05-01T08:38:05.925933+00:00,nfhs5_kr,detect_sc_st_column,N/A,"No SC/ST column found. Searched: ['V131', 'S116', 'SH46', 'V130']",Fairness audit ST subgroup will be skipped,-1,INFO,Request PR (Household Members Recode) file for V131
2026-05-01T08:38:05.928048+00:00,nfhs5_kr,encode_categorical,,DHS integer codes not interpretable by model,Mapped integers to string labels per DHS codebook,229048,PASS,Columns encoded: []
2026-05-01T08:38:06.486653+00:00,nfhs5_kr,impute_numeric_median,"m4, m19, h11, hw1, hw2, hw3","Missing values in numeric features: {'m4': 45250, 'm19': 21890, 'h11': 5371, 'hw1': 7866, 'hw2': 11246, 'hw3': 11834}",SimpleImputer(strategy=median) applied,103457,PASS,Median chosen over mean: birth weight and breastfeeding are right-skewed
2026-05-01T08:38:06.557553+00:00,nfhs5_kr,audit_labels,"stunted, underweight, wasted",N/A — audit step,Computed prevalence and class weights,229048,PASS,"{'prevalence': {'stunted': 0.3547, 'underweight': 0.309, 'wasted': 0.1862}, 'class_weights': {'stunted': 1.7864, 'underweight': 2.4099, 'wasted': 4.3937}}"
2026-05-01T08:38:08.375746+00:00,nfhs5_kr,drop_missing_labels,"stunted, underweight, wasted","30,252 missing target labels",Dropped rows with NaN in target labels before stratified split,30252,PASS,Required for sklearn train_test_split stratify on stunted
2026-05-01T08:38:08.432196+00:00,nfhs5_kr,train_test_split,all,N/A — split step,"Stratified split: 80% train / 20% test, RANDOM_STATE=42",198796,PASS,"Train: 159,036 rows, Test: 39,760 rows"
2026-05-01T08:47:40.422446+00:00,nfhs5_kr,replace_missing_codes,"hw70, hw71, hw72","DHS codes [9996, 9997, 9998, 9999] present in Z-score columns","Replaced [9996, 9997, 9998, 9999, 99996, 99997, 99998, 99999] with NaN across all numeric columns",19068,PASS,"Per-column counts: {'hw70': 5064, 'hw71': 1160, 'hw72': 12844}"
2026-05-01T08:47:40.443997+00:00,nfhs5_kr,scale_zscores,"HW70, HW71, HW72 → HAZ, WAZ, WHZ",Z-scores stored as integers x100 in DHS encoding,"Divided by 100.0, renamed to HAZ/WAZ/WHZ",232920,PASS,"Z-score range after scaling: [-6.0, 6.0]"
2026-05-01T08:47:40.530057+00:00,nfhs5_kr,apply_who_thresholds,"stunted, underweight, wasted",No binary target columns in dataset,"HAZ<-2.0→stunted, WAZ<-2.0→underweight, WHZ<-2.0→wasted. NaN Z-scores preserved as NaN labels (not imputed).",232920,PASS,WHO Child Growth Standards 2006. Strict < not <=.
2026-05-01T08:47:40.621254+00:00,nfhs5_kr,remove_duplicates,all,"3,872 exact duplicate rows detected",drop_duplicates() applied,3872,PASS,Exact row deduplication only — no fuzzy matching
2026-05-01T08:47:40.621815+00:00,nfhs5_kr,detect_sc_st_column,N/A,"No SC/ST column found. Searched: ['V131', 'S116', 'SH46', 'V130']",Fairness audit ST subgroup will be skipped,-1,INFO,Request PR (Household Members Recode) file for V131
2026-05-01T08:47:40.623931+00:00,nfhs5_kr,encode_categorical,,DHS integer codes not interpretable by model,Mapped integers to string labels per DHS codebook,229048,PASS,Columns encoded: []
2026-05-01T08:47:40.933607+00:00,nfhs5_kr,impute_numeric_median,"m4, m19, h11, hw1, hw2, hw3","Missing values in numeric features: {'m4': 45250, 'm19': 21890, 'h11': 5371, 'hw1': 7866, 'hw2': 11246, 'hw3': 11834}",SimpleImputer(strategy=median) applied,103457,PASS,Median chosen over mean: birth weight and breastfeeding are right-skewed
2026-05-01T08:47:40.981230+00:00,nfhs5_kr,audit_labels,"stunted, underweight, wasted",N/A — audit step,Computed prevalence and class weights,229048,PASS,"{'prevalence': {'stunted': 0.3547, 'underweight': 0.309, 'wasted': 0.1862}, 'class_weights': {'stunted': 1.7864, 'underweight': 2.4099, 'wasted': 4.3937}}"
2026-05-01T08:47:42.911736+00:00,nfhs5_kr,drop_missing_labels,"stunted, underweight, wasted","30,252 missing target labels",Dropped rows with NaN in target labels before stratified split,30252,PASS,Required for sklearn train_test_split stratify on stunted
2026-05-01T08:47:42.972538+00:00,nfhs5_kr,train_test_split,all,N/A — split step,"Stratified split: 80% train / 20% test, RANDOM_STATE=42",198796,PASS,"Train: 159,036 rows, Test: 39,760 rows"
2026-05-01T08:48:54.723150+00:00,nfhs5_kr,replace_missing_codes,"hw70, hw71, hw72","DHS codes [9996, 9997, 9998, 9999] present in Z-score columns","Replaced [9996, 9997, 9998, 9999, 99996, 99997, 99998, 99999] with NaN across all numeric columns",19068,PASS,"Per-column counts: {'hw70': 5064, 'hw71': 1160, 'hw72': 12844}"
2026-05-01T08:48:54.751313+00:00,nfhs5_kr,scale_zscores,"HW70, HW71, HW72 → HAZ, WAZ, WHZ",Z-scores stored as integers x100 in DHS encoding,"Divided by 100.0, renamed to HAZ/WAZ/WHZ",232920,PASS,"Z-score range after scaling: [-6.0, 6.0]"
2026-05-01T08:48:54.840274+00:00,nfhs5_kr,apply_who_thresholds,"stunted, underweight, wasted",No binary target columns in dataset,"HAZ<-2.0→stunted, WAZ<-2.0→underweight, WHZ<-2.0→wasted. NaN Z-scores preserved as NaN labels (not imputed).",232920,PASS,WHO Child Growth Standards 2006. Strict < not <=.
2026-05-01T08:48:54.927447+00:00,nfhs5_kr,remove_duplicates,all,"3,872 exact duplicate rows detected",drop_duplicates() applied,3872,PASS,Exact row deduplication only — no fuzzy matching
2026-05-01T08:48:54.927991+00:00,nfhs5_kr,detect_sc_st_column,N/A,"No SC/ST column found. Searched: ['V131', 'S116', 'SH46', 'V130']",Fairness audit ST subgroup will be skipped,-1,INFO,Request PR (Household Members Recode) file for V131
2026-05-01T08:48:54.930235+00:00,nfhs5_kr,encode_categorical,,DHS integer codes not interpretable by model,Mapped integers to string labels per DHS codebook,229048,PASS,Columns encoded: []
2026-05-01T08:48:55.248322+00:00,nfhs5_kr,impute_numeric_median,"m4, m19, h11, hw1, hw2, hw3","Missing values in numeric features: {'m4': 45250, 'm19': 21890, 'h11': 5371, 'hw1': 7866, 'hw2': 11246, 'hw3': 11834}",SimpleImputer(strategy=median) applied,103457,PASS,Median chosen over mean: birth weight and breastfeeding are right-skewed
2026-05-01T08:48:55.296529+00:00,nfhs5_kr,audit_labels,"stunted, underweight, wasted",N/A — audit step,Computed prevalence and class weights,229048,PASS,"{'prevalence': {'stunted': 0.3547, 'underweight': 0.309, 'wasted': 0.1862}, 'class_weights': {'stunted': 1.7864, 'underweight': 2.4099, 'wasted': 4.3937}}"
2026-05-01T08:48:57.228219+00:00,nfhs5_kr,drop_missing_labels,"stunted, underweight, wasted","30,252 missing target labels",Dropped rows with NaN in target labels before stratified split,30252,PASS,Required for sklearn train_test_split stratify on stunted
2026-05-01T08:48:57.284303+00:00,nfhs5_kr,train_test_split,all,N/A — split step,"Stratified split: 80% train / 20% test, RANDOM_STATE=42",198796,PASS,"Train: 159,036 rows, Test: 39,760 rows"
2026-05-01T09:08:04.978817+00:00,nfhs5_kr,check_prevalence,"stunted, underweight, wasted",N/A — validation step,"Prevalence verified: {'stunted': 0.3491, 'underweight': 0.3195, 'wasted': 0.19}",191000,PASS,"{'stunted': (0.3, 0.42), 'underweight': (0.3, 0.35), 'wasted': (0.17, 0.22)}"
2026-05-01T09:11:56.663435+00:00,nfhs5_kr,check_prevalence,"stunted, underweight, wasted",N/A — validation step,"Prevalence verified: {'stunted': 0.3491, 'underweight': 0.3195, 'wasted': 0.19}",191000,PASS,"{'stunted': (0.3, 0.42), 'underweight': (0.3, 0.35), 'wasted': (0.17, 0.22)}"
2026-05-01T09:12:07.378928+00:00,nfhs5_kr,check_prevalence,"stunted, underweight, wasted",N/A — validation step,"Prevalence verified: {'stunted': 0.3491, 'underweight': 0.3195, 'wasted': 0.19}",191000,PASS,"{'stunted': (0.3, 0.42), 'underweight': (0.3, 0.35), 'wasted': (0.17, 0.22)}"
2026-05-01T09:16:48.123067+00:00,nfhs5_kr,check_prevalence,"stunted, underweight, wasted",N/A — validation step,"Prevalence verified: {'stunted': 0.3547, 'underweight': 0.309, 'wasted': 0.1862}",229048,PASS,"{'stunted': (0.3, 0.42), 'underweight': (0.3, 0.35), 'wasted': (0.17, 0.22)}"
2026-05-01T09:20:20.678648+00:00,nfhs5_kr,check_prevalence,"stunted, underweight, wasted",N/A — validation step,"Prevalence verified: {'stunted': 0.3547, 'underweight': 0.309, 'wasted': 0.1862}",229048,PASS,"{'stunted': (0.3, 0.42), 'underweight': (0.3, 0.35), 'wasted': (0.17, 0.22)}"
2026-05-01T09:24:32.435536+00:00,nfhs5_kr,check_prevalence,"stunted, underweight, wasted",N/A — validation step,"Prevalence verified: {'stunted': 0.3547, 'underweight': 0.309, 'wasted': 0.1862}",229048,PASS,"{'stunted': (0.3, 0.42), 'underweight': (0.3, 0.35), 'wasted': (0.17, 0.22)}"
2026-05-01T09:26:15.290873+00:00,nfhs5_kr,replace_missing_codes,"hw70, hw71, hw72","DHS codes [9996, 9997, 9998, 9999] present in Z-score columns","Replaced [9996, 9997, 9998, 9999, 99996, 99997, 99998, 99999] with NaN across all numeric columns",19068,PASS,"Per-column counts: {'hw70': 5064, 'hw71': 1160, 'hw72': 12844}"
2026-05-01T09:26:15.314205+00:00,nfhs5_kr,scale_zscores,"HW70, HW71, HW72 → HAZ, WAZ, WHZ",Z-scores stored as integers x100 in DHS encoding,"Divided by 100.0, renamed to HAZ/WAZ/WHZ",232920,PASS,"Z-score range after scaling: [-6.0, 6.0]"
2026-05-01T09:26:15.418221+00:00,nfhs5_kr,apply_who_thresholds,"stunted, underweight, wasted",No binary target columns in dataset,"HAZ<-2.0→stunted, WAZ<-2.0→underweight, WHZ<-2.0→wasted. NaN Z-scores preserved as NaN labels (not imputed).",232920,PASS,WHO Child Growth Standards 2006. Strict < not <=.
2026-05-01T09:26:15.529326+00:00,nfhs5_kr,remove_duplicates,all,"3,872 exact duplicate rows detected",drop_duplicates() applied,3872,PASS,Exact row deduplication only — no fuzzy matching
2026-05-01T09:26:15.529843+00:00,nfhs5_kr,detect_sc_st_column,N/A,"No SC/ST column found. Searched: ['V131', 'S116', 'SH46', 'V130']",Fairness audit ST subgroup will be skipped,-1,INFO,Request PR (Household Members Recode) file for V131
2026-05-01T09:26:15.532133+00:00,nfhs5_kr,encode_categorical,,DHS integer codes not interpretable by model,Mapped integers to string labels per DHS codebook,229048,PASS,Columns encoded: []
2026-05-01T09:26:15.912962+00:00,nfhs5_kr,impute_numeric_median,"m4, m19, h11, hw1, hw2, hw3","Missing values in numeric features: {'m4': 45250, 'm19': 21890, 'h11': 5371, 'hw1': 7866, 'hw2': 11246, 'hw3': 11834}",SimpleImputer(strategy=median) applied,103457,PASS,Median chosen over mean: birth weight and breastfeeding are right-skewed
2026-05-01T09:26:15.984113+00:00,nfhs5_kr,audit_labels,"stunted, underweight, wasted",N/A — audit step,Computed prevalence and class weights,229048,PASS,"{'prevalence': {'stunted': 0.3547, 'underweight': 0.309, 'wasted': 0.1862}, 'class_weights': {'stunted': 1.7864, 'underweight': 2.4099, 'wasted': 4.3937}}"
2026-05-01T09:26:17.942690+00:00,nfhs5_kr,drop_missing_labels,"stunted, underweight, wasted","30,252 missing target labels",Dropped rows with NaN in target labels before stratified split,30252,PASS,Required for sklearn train_test_split stratify on stunted
2026-05-01T09:26:18.005466+00:00,nfhs5_kr,train_test_split,all,N/A — split step,"Stratified split: 80% train / 20% test, RANDOM_STATE=42",198796,PASS,"Train: 159,036 rows, Test: 39,760 rows"
2026-05-01T09:26:39.103939+00:00,nfhs5_kr,check_prevalence,"stunted, underweight, wasted",N/A — validation step,"Prevalence verified: {'stunted': 0.3547, 'underweight': 0.309, 'wasted': 0.1862}",229048,PASS,"{'stunted': (0.3, 0.42), 'underweight': (0.3, 0.35), 'wasted': (0.17, 0.22)}"
2026-05-01T09:32:22.980076+00:00,nfhs5_kr,replace_missing_codes,"hw70, hw71, hw72","DHS codes [9996, 9997, 9998, 9999] present in Z-score columns","Replaced [9996, 9997, 9998, 9999, 99996, 99997, 99998, 99999] with NaN across all numeric columns",19068,PASS,"Per-column counts: {'hw70': 5064, 'hw71': 1160, 'hw72': 12844}"
2026-05-01T09:32:23.002916+00:00,nfhs5_kr,scale_zscores,"HW70, HW71, HW72 → HAZ, WAZ, WHZ",Z-scores stored as integers x100 in DHS encoding,"Divided by 100.0, renamed to HAZ/WAZ/WHZ",232920,PASS,"Z-score range after scaling: [-6.0, 6.0]"
